pub,new_classification
Anxiety sensitivity in relation to cigarette smoking and other substance use in African American smokers,Sustainability-Inclusive
Differential typologies of current substance use among Black and White high-school adolescents: A latent class analysis,Sustainability-Inclusive
Sociodemographic differences in young adults’ recall of tobacco and cannabis marketing online and in television/film,Sustainability-Inclusive
A Genetic Association Study of Tobacco Withdrawal Endophenotypes in African Americans,Sustainability-Inclusive
Tobacco and cannabis poly-substance and poly-product use trajectories across adolescence and young adulthood,Sustainability-Inclusive
Association of frequency of perceived exposure to discrimination with tobacco withdrawal symptoms and smoking lapse behavior in African Americans,Sustainability-Inclusive
Anhedonia in Tobacco Withdrawal Among African-American Smokers,Sustainability-Inclusive
Interactive Effects of Financial Strain and Distress Tolerance on Prequit Tobacco Withdrawal Symptoms in Smokers Preparing to Initiate a Quit Attempt,Sustainability-Inclusive
Nicotine deprivation amplifies attentional bias toward racial discrimination stimuli in African American adults who smoke cigarettes,Sustainability-Inclusive
Digital media use and subsequent cannabis and tobacco product use initiation among adolescents,SDG-Related
Drug and alcohol dependence acute effects of pod-style e-cigarettes in vaping-naïve smokers,SDG-Related
Adolescent emotional disorder symptoms and transdiagnostic vulnerabilities as predictors of young adult substance use during the COVID-19 pandemic: mediation by substance-related coping behaviors,SDG-Related
Characteristics associated with treatment seeking for smoking cessation among heavy-drinking research participants,SDG-Related
"Association of depression symptom level with smoking urges, cigarette withdrawal, and smoking reinstatement: A preliminary laboratory study",SDG-Related
Associations between anxiety symptoms and barriers to smoking cessation among African Americans who smoke cigarettes daily,SDG-Related
Racial/ethnic minority females smoke more cigarettes after social interaction with others who smoke,SDG-Related
Subjective effects from the first cigarette of the day vary with precigarette affect in premenopausal female daily smokers,Not-Related
"Effects of mint, menthol, and tobacco-flavored e-cigarettes on tobacco withdrawal symptoms in adults who smoke menthol cigarettes: A laboratory pilot study",Not-Related
Molecular characteristics of BRCA1/2 and PALB2 mutations in pancreatic ductal adenocarcinoma,SDG-Related
Molecular profile of BRCA-mutated biliary tract cancers,SDG-Related
Overcoming resistance to anti-PD1 and anti-PD-L1 treatment in gastrointestinal malignancies,SDG-Related
WRN-mutated colorectal cancer is characterized by a distinct genetic phenotype,SDG-Related
Molecular Analyses of Left- and Right-Sided Tumors in Adolescents and Young Adults with Colorectal Cancer,SDG-Related
Multi-omic Characterization of Pancreatic Ductal Adenocarcinoma Relates CXCR4 mRNA Expression Levels to Potential Clinical Targets,SDG-Related
Comprehensive Analysis of R-Spondin Fusions and RNF43 Mutations Implicate Novel Therapeutic Options in Colorectal Cancer,SDG-Related
q-Diffusion leverages the full dimensionality of gene coexpression in single-cell transcriptomics,SDG-Related
HER2 Gene Expression Levels Are Predictive and Prognostic in Patients with Metastatic Colorectal Cancer Enrolled in CALGB/SWOG 80405,SDG-Related
Clinical Applications of Circulating Tumor DNA Profiling in GI Cancers,SDG-Related
Ancient DNA and deep population structure in sub-Saharan African foragers,Sustainability-Inclusive
Muscle architecture dynamics modulate performance of the superficial anterior temporalis muscle during chewing in capuchins,Sustainability-Inclusive
Grit your teeth and chew your food: Implications of food material properties and abrasives for rates of dental microwear formation in laboratory Sapajus apella (Primates),Sustainability-Inclusive
Effects of food material properties and embedded status on food processing efficiency in bearded capuchins,Sustainability-Inclusive
Ontogenetic changes in jaw leverage and skull shape in tufted and untufted capuchins,Sustainability-Inclusive
Ingestive behaviors in bearded capuchins (Sapajus libidinosus),SDG-Related
"Human burials at the Kisese II rockshelter, Tanzania",SDG-Related
Validation of a method for quantifying urinary C-peptide in platyrrhine monkeys,SDG-Related
Feeding postural behaviors and food geometric and material properties in bearded capuchin monkeys (Sapajus libidinosus),SDG-Related
Expanding the diversity of bacterioplankton isolates and modeling isolation efficacy with large-scale dilution-to-extinction cultivation,Sustainability-Inclusive
"Complete genome sequence of marinobacterium sp. Strain LSUCC0821, isolated from the coastal gulf of Mexico",SDG-Related
"Draft genome sequence of the novel coastal bacterium LSUCC0115 from the MWH-Unipo clade, order Burkholderiales, class Betaproteobacteria",SDG-Related
Mechanisms driving genome reduction of a novel Roseobacter lineage,SDG-Related
Ecophysiology of the cosmopolitan OM252 bacterioplankton (Gammaproteobacteria),SDG-Related
"Intersectional Impacts of the 2021 Mw 7.2 Nippes, Haiti, Earthquake from Geotechnical and Social Perspectives",Sustainability-Inclusive
Building resilience through informal networks and community knowledge sharing: post-disaster health service delivery after Hurricane Maria,Sustainability-Inclusive
The impact of COVID-19 on first responders in the United States of America,Sustainability-Inclusive
Equity in the built environment: A systematic review,Sustainability-Inclusive
Trauma-informed organizational climate and its impact on first responder burnout during COVID-19,Sustainability-Inclusive
"Understanding problematic substance use among first responders during the COVID-19 pandemic: A survey of law enforcement, fire, and EMS workers in the United States",Sustainability-Inclusive
Neoliberal Multiculturalism and Changing Colonial Racial Hierarchies in International Development,Sustainability-Inclusive
First Responders and the COVID-19 Pandemic: How Organizational Strategies Can Promote Workforce Retention,SDG-Related
Organizational resilience in first-response agencies: Visual responses from first responders during the COVID-19 pandemic,SDG-Related
First responder ladder of community engagement: Understanding community-facing activities during the COVID-19 pandemic,SDG-Related
Sharing data and code facilitates reproducible and impactful research,Not-Related
Simulating Liquids on Dynamically Warping Grids,Not-Related
Building spatio-Temporal knowledge graphs from vectorized topographic historical maps,Sustainability-Inclusive
Automated extraction of human settlement patterns from historical topographic map series using weakly supervised convolutional neural networks,Sustainability-Inclusive
Building Linked Spatio-Temporal Data from Vectorized Historical Maps,SDG-Related
Combining remote-sensing-derived data and historical maps for long-term back-casting of urban extents,SDG-Related
Automating information extraction from large historical topographic map archives: New opportunities and challenges,SDG-Related
Efficient and Accurate Object Extraction from Scanned Maps by Leveraging External Data and Learning Representative Context,SDG-Related
Automatic alignment of contemporary vector data and georeferenced historical maps using reinforcement learning,Not-Related
Guided Generative Models using Weak Supervision for Detecting Object Spatial Arrangement in Overhead Images,Not-Related
A Label Correction Algorithm Using Prior Information for Automatic and Accurate Geospatial Object Recognition,Not-Related
“I don’t need my kid to be high”: prioritizing harm reduction when using cannabis during pregnancy,Sustainability-Inclusive
"Opioid withdrawal symptoms, frequency, and pain characteristics as correlates of health risk among people who inject drugs",Sustainability-Inclusive
Factors associated with injury and blood-borne infection risk when providing assisted injection among people who inject drugs,Sustainability-Inclusive
Factors associated with methamphetamine withdrawal symptoms among people who inject drugs,Sustainability-Inclusive
Accessing Vaping Products When Underage: A Qualitative Study of Young Adults in Southern California,Sustainability-Inclusive
"Factors associated with health-related cannabis use intentions among a community sample of people who inject drugs in Los Angeles and San Francisco, CA 2016 to 2018",Sustainability-Inclusive
A chocolate cake or a chocolate vape? Young adults describe their relationship with food and weight in the context of nicotine vaping,Sustainability-Inclusive
"Legislation has Changed But Issues Remain: Provider Perceptions of Caring for People Who Use Cannabis During Pregnancy in Safety Net Health Settings, a Qualitative Pilot Study",Sustainability-Inclusive
"Trends in COVID-19 testing, infection, vaccination, and housing assistance among people who inject drugs in Los Angeles and Denver",Sustainability-Inclusive
